DATE,CC,HU,QQ,TX,TN,TG,RR,PP,SD,SS
1979-01-01,2,83,52,2.3000000000000003,-7.5,-4.1000000000000005,0.4,1019.0,9,7.0
1979-01-02,6,76,27,1.6,-7.5,-2.6,0.0,1025.3,8,1.7000000000000002
1979-01-03,5,86,13,1.3,-7.2,-2.8000000000000003,0.0,1020.5,4,0.0
1979-01-04,8,68,13,-0.30000000000000004,-6.5,-2.6,0.0,1008.4000000000001,2,0.0
1979-01-05,6,73,29,5.6000000000000005,-1.4000000000000001,-0.8,0.0,1022.5,1,2.0
1979-01-06,5,84,39,8.3,-6.6000000000000005,-0.5,0.7000000000000001,1027.8,1,3.8000000000000003
1979-01-07,8,93,13,8.5,-5.300000000000001,1.5,5.2,1025.2,0,0.0
1979-01-08,8,95,15,5.800000000000001,5.300000000000001,6.9,0.8,1018.7,0,0.1
1979-01-09,4,86,50,5.2,1.6,3.7,7.2,1011.7,0,5.800000000000001
1979-01-10,7,87,30,4.9,1.4000000000000001,3.3000000000000003,2.1,987.0,0,1.9000000000000001
1979-01-11,1,78,55,2.9000000000000004,0.30000000000000004,2.6,2.3000000000000003,989.6,0,6.800000000000001
1979-01-12,3,91,54,2.0,-2.0,0.4,0.0,1006.5,1,6.4
1979-01-13,1,86,57,4.3,-7.1000000000000005,-2.6,0.0,1023.5,1,7.0
1979-01-14,7,88,14,6.7,-5.6000000000000005,-0.6000000000000001,0.8,1027.0,1,0.0
1979-01-15,,99,15,5.9,1.0,3.8000000000000003,0.1,1029.9,0,0.0
1979-01-16,8,93,15,2.6,4.1000000000000005,5.0,3.9000000000000004,1031.0,0,0.0
1979-01-17,8,93,15,1.9000000000000001,1.6,2.1,2.5,1022.2,0,0.0
1979-01-18,8,82,15,3.0,-0.2,0.8,0.2,1018.6,0,0.0
1979-01-19,8,85,16,7.2,-1.4000000000000001,0.8,5.2,1009.1,0,0.0
1979-01-20,7,93,16,3.5,-1.0,3.1,0.0,1009.2,0,0.0
1979-01-21,,98,16,1.5,-3.5,0.0,0.1,1021.7,0,0.0
1979-01-22,8,96,16,0.30000000000000004,-1.8,-0.2,6.2,1016.8000000000001,0,0.0
1979-01-23,7,94,17,2.9000000000000004,-2.3000000000000003,-1.0,1.0,1009.7,6,0.0
1979-01-24,3,88,54,5.6000000000000005,-5.6000000000000005,-1.4000000000000001,1.4000000000000001,1010.1,6,4.800000000000001
1979-01-25,8,90,17,2.8000000000000003,-4.5,0.6000000000000001,5.300000000000001,996.6,1,0.0
1979-01-26,5,89,42,1.6,-1.1,0.8,0.1,992.8000000000001,1,2.6
1979-01-27,4,90,39,4.5,-5.2,-1.8,0.0,997.7,0,2.1
1979-01-28,7,89,47,4.800000000000001,-4.4,0.0,7.5,994.7,0,3.1
1979-01-29,4,95,31,4.0,-1.0,1.9000000000000001,4.4,989.2,0,1.0
1979-01-30,5,91,30,7.300000000000001,-2.6,0.7000000000000001,0.1,1000.7,0,0.8
1979-01-31,5,91,38,9.1,-3.1,2.1,2.4000000000000004,1013.9000000000001,0,1.6
1979-02-01,8,96,19,4.0,1.2000000000000002,5.2,10.100000000000001,994.9000000000001,0,0.0
1979-02-02,5,82,37,5.9,1.5,2.8000000000000003,0.0,998.9000000000001,0,1.4000000000000001
1979-02-03,1,82,85,4.5,-4.1000000000000005,0.9,0.0,1007.7,0,8.700000000000001
1979-02-04,8,89,23,6.0,-1.2000000000000002,1.6,0.0,1000.6,0,0.1
1979-02-05,6,87,33,4.0,1.4000000000000001,3.7,0.0,1002.5,0,0.8
1979-02-06,4,90,78,6.800000000000001,-1.6,1.2000000000000002,9.0,1010.2,0,6.800000000000001
1979-02-07,,99,21,3.7,-0.2,3.3000000000000003,0.4,994.5,0,0.0
1979-02-08,6,84,45,4.0,0.30000000000000004,2.0,0.0,1007.4000000000001,0,1.9000000000000001
1979-02-09,8,78,22,3.5,0.8,2.4000000000000004,0.0,1003.1,0,0.0
1979-02-10,8,74,23,2.9000000000000004,2.1,2.8000000000000003,0.0,997.3000000000001,0,0.0
1979-02-11,8,83,23,5.4,1.9000000000000001,2.4000000000000004,4.4,991.7,0,0.0
1979-02-12,8,98,27,8.1,0.30000000000000004,2.8000000000000003,6.7,984.3000000000001,1,0.1
1979-02-13,8,97,24,0.2,0.30000000000000004,4.2,9.1,981.3000000000001,0,0.0
1979-02-14,6,86,54,-0.8,-0.7000000000000001,-0.2,0.0,993.8000000000001,1,2.4000000000000004
1979-02-15,7,84,25,0.6000000000000001,-3.7,-2.2,0.1,1008.3000000000001,0,0.0
1979-02-16,8,88,25,-0.8,-3.1,-1.2000000000000002,0.0,1022.7,1,0.0
1979-02-17,8,95,26,0.7000000000000001,-1.5,-1.2000000000000002,0.0,1021.8000000000001,0,0.0
1979-02-18,8,96,26,1.9000000000000001,-1.8,-0.6000000000000001,0.0,1019.7,0,0.0
1979-02-19,8,96,27,2.8000000000000003,-0.9,0.5,0.1,1025.3,0,0.0
1979-02-20,,93,27,3.6,0.30000000000000004,1.6,0.0,1030.1000000000001,0,0.0
1979-02-21,8,91,28,7.4,0.6000000000000001,2.1,0.6000000000000001,1026.4,0,0.0
1979-02-22,5,89,63,8.700000000000001,1.2000000000000002,4.3,1.8,1027.9,0,2.6
1979-02-23,4,78,104,5.5,0.2,4.4,0.0,1034.3,0,7.4
1979-02-24,4,78,58,6.9,0.30000000000000004,2.9000000000000004,0.0,1041.3,0,1.9000000000000001
1979-02-25,3,80,112,6.7,-3.4000000000000004,1.8,0.0,1042.7,0,8.1
1979-02-26,,87,82,8.9,-3.4000000000000004,1.6,0.0,1035.9,0,4.2
1979-02-27,6,77,85,6.1000000000000005,-1.5,3.7,0.8,1020.9000000000001,0,4.4
1979-02-28,6,80,64,9.700000000000001,2.7,4.4,0.9,1000.4000000000001,0,2.1
1979-03-01,4,76,115,11.9,-2.7,3.5,0.2,1011.0,0,6.4
1979-03-02,8,86,35,12.600000000000001,1.6,6.800000000000001,0.0,1016.4000000000001,0,0.0
1979-03-03,8,88,40,10.5,9.4,11.0,5.300000000000001,1018.5,0,0.1
1979-03-04,4,75,140,11.0,4.3,7.4,0.0,1024.1000000000001,0,8.700000000000001
1979-03-05,4,77,121,9.0,-0.1,5.4,0.0,1027.3,0,6.4
1979-03-06,6,79,95,9.4,3.6,6.300000000000001,2.8000000000000003,1009.5,0,3.7
1979-03-07,2,76,133,10.5,1.9000000000000001,5.6000000000000005,0.0,1008.0,0,7.4
1979-03-08,4,82,113,11.0,0.7000000000000001,5.6000000000000005,8.0,1015.9000000000001,0,5.1000000000000005
1979-03-09,6,88,72,11.5,4.5,7.800000000000001,3.1,999.4000000000001,0,1.6
1979-03-10,7,93,40,13.8,0.0,5.800000000000001,3.8000000000000003,1007.4000000000001,0,0.0
1979-03-11,7,89,48,10.700000000000001,2.7,8.200000000000001,0.0,1001.1,0,0.2
1979-03-12,5,71,115,4.9,3.7,7.2,1.1,1008.8000000000001,0,4.800000000000001
1979-03-13,8,92,42,3.8000000000000003,4.4,4.6000000000000005,20.3,1008.0,0,0.0
1979-03-14,8,88,43,2.5,1.8,2.8000000000000003,0.5,1005.8000000000001,0,0.0
1979-03-15,8,89,43,1.3,1.2000000000000002,1.8,3.1,1000.2,0,0.0
1979-03-16,8,94,44,6.9,0.1,0.7000000000000001,11.8,991.6,0,0.0
1979-03-17,5,87,116,9.1,0.1,3.5,0.30000000000000004,994.6,1,4.3
1979-03-18,6,88,119,6.1000000000000005,1.1,5.1000000000000005,0.7000000000000001,999.7,0,4.4
1979-03-19,7,86,54,11.0,2.4000000000000004,4.2,1.0,1002.3000000000001,0,0.2
1979-03-20,6,85,116,8.5,3.0,7.0,2.4000000000000004,995.5,0,4.0
1979-03-21,4,81,149,9.600000000000001,2.9000000000000004,5.7,3.3000000000000003,994.9000000000001,0,6.7
1979-03-22,4,77,143,9.200000000000001,0.5,5.0,0.1,1005.2,0,6.0
1979-03-23,1,66,194,11.5,-3.0,3.1,0.0,1016.6,0,10.700000000000001
1979-03-24,5,64,158,15.3,-1.6,5.0,9.1,1013.3000000000001,0,7.0
1979-03-25,7,84,70,8.0,5.0,10.200000000000001,0.2,990.4000000000001,0,0.7000000000000001
1979-03-26,7,78,85,11.3,4.3,6.2,5.4,988.7,0,1.4000000000000001
1979-03-27,6,80,148,8.1,3.0,7.2,4.2,982.7,0,5.800000000000001
1979-03-28,7,81,114,7.6000000000000005,1.4000000000000001,4.800000000000001,4.1000000000000005,984.0,0,3.1
1979-03-29,8,89,74,7.6000000000000005,1.9000000000000001,4.800000000000001,3.3000000000000003,995.4000000000001,0,0.7000000000000001
1979-03-30,8,85,53,10.600000000000001,3.4000000000000004,5.5,0.7000000000000001,1013.3000000000001,0,0.0
1979-03-31,7,86,62,11.600000000000001,0.30000000000000004,5.4,0.1,1012.7,0,0.2
1979-04-01,6,79,112,8.3,4.5,8.0,2.8000000000000003,1008.9000000000001,0,2.7
1979-04-02,5,88,124,8.6,0.5,4.4,3.0,1002.4000000000001,0,3.4000000000000004
1979-04-03,5,85,121,7.9,-1.1,3.8000000000000003,0.0,999.1,0,3.1
1979-04-04,4,87,116,8.0,0.0,4.0,0.0,1002.7,0,2.7
1979-04-05,6,84,107,7.9,0.0,4.0,0.1,1009.2,0,2.1
1979-04-06,5,84,63,9.8,-1.7000000000000002,3.1,0.0,1011.7,0,0.1
1979-04-07,8,78,112,9.3,1.8,5.800000000000001,28.5,1012.3000000000001,0,2.3000000000000003
1979-04-08,8,85,58,13.700000000000001,4.2,6.800000000000001,7.800000000000001,1011.0,0,0.0
1979-04-09,8,82,105,16.1,5.300000000000001,9.5,0.0,1004.8000000000001,0,1.8
1979-04-10,7,78,96,15.9,7.5,11.8,8.4,998.5,0,1.3
1979-04-11,6,82,159,12.8,10.3,13.100000000000001,0.2,997.2,0,5.1000000000000005
1979-04-12,5,77,156,17.5,7.4,10.100000000000001,1.9000000000000001,1004.2,0,4.800000000000001
1979-04-13,7,72,173,21.700000000000003,8.0,12.8,0.0,1011.4000000000001,0,5.9
1979-04-14,6,62,219,22.400000000000002,8.6,15.200000000000001,0.0,1013.6,0,9.4
1979-04-15,6,64,205,15.200000000000001,8.200000000000001,15.3,0.0,1022.7,0,8.1
1979-04-16,5,66,228,9.0,7.4,11.3,0.0,1027.3,0,9.9
1979-04-17,7,69,64,13.200000000000001,5.6000000000000005,7.300000000000001,0.0,1029.1000000000001,0,0.0
1979-04-18,3,69,243,14.5,1.2000000000000002,7.2,0.0,1031.2,0,10.9
1979-04-19,7,81,90,12.700000000000001,5.9,10.200000000000001,1.4000000000000001,1026.3,0,0.7000000000000001
1979-04-20,7,78,126,12.3,8.4,10.600000000000001,0.0,1019.8000000000001,0,2.4000000000000004
1979-04-21,6,85,80,13.5,3.7,8.0,0.0,1013.7,0,0.30000000000000004
1979-04-22,7,80,160,13.5,3.9000000000000004,8.700000000000001,5.0,1007.5,0,4.3
1979-04-23,7,89,84,11.5,8.4,11.0,11.600000000000001,993.9000000000001,0,0.4
1979-04-24,6,88,139,11.4,6.5,9.0,0.9,996.4000000000001,0,2.9000000000000004
1979-04-25,6,83,186,12.0,3.5,7.4,2.9000000000000004,1007.4000000000001,0,5.800000000000001
1979-04-26,6,80,182,12.0,5.2,8.6,0.1,1019.4000000000001,0,5.5
1979-04-27,6,74,139,12.600000000000001,6.6000000000000005,9.3,2.4000000000000004,1028.3,0,2.8000000000000003
1979-04-28,7,87,98,13.9,6.9,9.8,0.4,1019.0,0,0.8
1979-04-29,6,88,76,10.9,2.1,8.0,0.1,1012.4000000000001,0,0.1
1979-04-30,6,68,204,7.5,5.5,8.200000000000001,0.1,1008.2,0,6.7
1979-05-01,8,86,86,8.0,3.8000000000000003,5.6000000000000005,14.200000000000001,1002.8000000000001,0,0.30000000000000004
1979-05-02,5,82,214,10.0,1.1,4.6000000000000005,1.4000000000000001,1004.8000000000001,0,7.2
1979-05-03,3,80,245,9.1,-0.9,4.6000000000000005,0.0,1009.3000000000001,0,9.4
1979-05-04,3,76,252,11.100000000000001,-0.30000000000000004,4.4,0.4,1015.9000000000001,0,9.9
1979-05-05,4,80,243,12.4,1.7000000000000002,6.4,0.0,1020.6,0,9.1
1979-05-06,4,73,240,15.0,1.0,6.7,0.0,1023.4000000000001,0,8.8
1979-05-07,7,66,199,16.0,3.9000000000000004,9.4,0.0,1021.1,0,5.9
1979-05-08,7,71,156,15.600000000000001,6.4,11.200000000000001,0.0,1019.6,0,3.2
1979-05-09,4,66,237,13.600000000000001,4.5,10.0,0.0,1023.0,0,8.4
1979-05-10,8,73,97,16.1,7.300000000000001,10.4,17.8,1027.0,0,0.5
1979-05-11,8,92,82,20.8,9.200000000000001,12.600000000000001,0.4,1022.3000000000001,0,0.1
1979-05-12,7,82,188,23.400000000000002,11.200000000000001,16.0,0.0,1030.0,0,4.9
1979-05-13,4,76,301,26.1,11.5,17.400000000000002,0.0,1031.6000000000001,0,13.0
1979-05-14,2,64,311,26.200000000000003,10.9,18.5,0.0,1028.1000000000001,0,14.200000000000001
1979-05-15,3,63,308,22.5,12.9,19.6,0.0,1017.7,0,13.4
1979-05-16,6,73,219,15.200000000000001,12.4,17.400000000000002,1.1,1004.1,0,6.7
1979-05-17,5,72,266,16.0,8.5,11.8,0.2,1001.3000000000001,0,10.0
1979-05-18,4,68,276,17.2,8.3,12.200000000000001,0.0,1009.1,0,10.700000000000001
1979-05-19,1,69,303,14.0,4.6000000000000005,10.9,0.5,1017.8000000000001,0,14.3
1979-05-20,7,91,79,15.100000000000001,8.5,11.200000000000001,15.5,1006.5,0,0.0
1979-05-21,6,85,216,15.8,8.4,11.8,7.1000000000000005,1004.7,0,6.300000000000001
1979-05-22,6,82,252,14.3,7.6000000000000005,11.700000000000001,3.9000000000000004,1007.9000000000001,0,8.700000000000001
1979-05-23,5,80,212,14.600000000000001,9.4,11.8,1.3,1004.4000000000001,0,6.0
1979-05-24,4,80,271,13.4,7.300000000000001,11.0,5.7,1006.2,0,10.0
1979-05-25,5,82,251,15.5,5.4,9.4,5.6000000000000005,1005.6,0,8.5
1979-05-26,7,89,115,15.9,6.6000000000000005,11.0,5.6000000000000005,1000.8000000000001,0,0.9
1979-05-27,4,79,168,15.9,6.7,11.3,0.0,1005.2,0,3.3000000000000003
1979-05-28,6,88,126,18.6,7.2,11.600000000000001,4.2,1009.1,0,1.3
1979-05-29,7,84,169,20.1,13.0,15.8,0.1,1011.6,0,3.3000000000000003
1979-05-30,7,87,136,16.2,12.100000000000001,16.1,2.0,1013.9000000000001,0,1.7000000000000002
1979-05-31,7,84,108,18.7,11.5,13.8,0.0,1017.0,0,0.6000000000000001
1979-06-01,6,73,230,21.200000000000003,8.4,13.600000000000001,1.9000000000000001,1027.5,0,6.800000000000001
1979-06-02,7,77,216,19.200000000000003,11.5,16.400000000000002,0.0,1027.6000000000001,0,5.9
1979-06-03,8,92,145,19.3,10.8,15.0,0.0,1022.9000000000001,0,2.0
1979-06-04,7,90,80,20.400000000000002,12.5,15.9,0.0,1017.9000000000001,0,0.0
1979-06-05,6,78,222,16.7,12.600000000000001,16.5,0.0,1018.3000000000001,0,6.2
1979-06-06,5,78,239,14.4,8.3,12.5,0.0,1018.7,0,7.300000000000001
1979-06-07,5,87,157,17.2,9.5,12.0,5.7,1017.9000000000001,0,2.5
1979-06-08,6,82,182,18.7,7.300000000000001,12.200000000000001,0.0,1017.4000000000001,0,3.8000000000000003
1979-06-09,7,84,98,17.900000000000002,12.200000000000001,15.4,0.0,1017.2,0,0.30000000000000004
1979-06-10,7,75,157,16.2,12.100000000000001,15.0,4.0,1019.3000000000001,0,2.5
1979-06-11,7,84,94,15.4,9.700000000000001,13.0,0.1,1020.2,0,0.2
1979-06-12,7,89,81,18.1,9.4,12.4,7.9,1019.4000000000001,0,0.0
1979-06-13,8,89,110,16.400000000000002,12.5,15.3,7.2,1011.5,0,0.6000000000000001
1979-06-14,7,81,127,16.1,12.5,14.4,2.1,1006.3000000000001,0,1.2000000000000002
1979-06-15,6,82,172,19.200000000000003,7.4,11.8,4.5,1006.5,0,3.2
1979-06-16,6,72,218,20.700000000000003,9.9,14.600000000000001,0.0,1021.5,0,5.800000000000001
1979-06-17,7,73,110,22.6,13.3,17.0,0.0,1029.2,0,0.6000000000000001
1979-06-18,5,70,224,25.5,14.8,18.7,0.0,1029.6000000000001,0,6.2
1979-06-19,1,73,277,25.8,12.600000000000001,19.0,0.0,1025.7,0,9.8
1979-06-20,2,75,297,19.400000000000002,12.200000000000001,19.0,0.0,1020.3000000000001,0,11.3
1979-06-21,6,87,110,20.1,14.600000000000001,17.0,0.9,1015.0,0,0.6000000000000001
1979-06-22,1,72,343,19.5,10.3,15.200000000000001,0.0,1017.3000000000001,0,15.0
1979-06-23,5,77,223,16.6,10.3,14.9,0.0,1012.7,0,6.1000000000000005
1979-06-24,5,80,213,18.5,11.0,13.8,1.2000000000000002,1007.2,0,5.5
1979-06-25,5,77,260,19.900000000000002,9.5,14.0,2.1,1012.5,0,8.6
1979-06-26,6,76,244,21.400000000000002,10.5,15.200000000000001,0.0,1016.4000000000001,0,7.5
1979-06-27,5,71,219,20.8,10.600000000000001,16.0,0.0,1019.7,0,5.9
1979-06-28,4,76,269,17.6,10.200000000000001,15.5,0.0,1020.7,0,9.3
1979-06-29,6,70,212,16.6,13.9,15.8,0.0,1018.9000000000001,0,5.5
1979-06-30,7,68,89,18.5,11.600000000000001,14.100000000000001,0.0,1022.6,0,0.1
1979-07-01,5,67,179,18.7,9.0,13.8,0.0,1025.1000000000001,0,3.6
1979-07-02,5,69,198,22.1,11.5,15.100000000000001,0.0,1023.9000000000001,0,4.7
1979-07-03,5,71,236,23.400000000000002,11.700000000000001,16.900000000000002,0.0,1024.7,0,7.1000000000000005
1979-07-04,4,73,224,25.5,13.4,18.400000000000002,0.0,1028.4,0,6.300000000000001
1979-07-05,2,67,285,25.1,13.100000000000001,19.3,0.0,1029.7,0,12.5
1979-07-06,4,62,256,21.900000000000002,14.100000000000001,19.6,0.0,1026.8,0,8.5
1979-07-07,6,66,210,23.1,13.4,17.6,0.0,1021.4000000000001,0,5.5
1979-07-08,7,70,212,20.8,13.0,18.0,0.5,1019.7,0,5.6000000000000005
1979-07-09,6,69,249,22.0,16.5,18.6,0.0,1018.2,0,8.1
1979-07-10,6,59,256,20.8,12.4,17.2,0.0,1023.7,0,8.6
1979-07-11,7,63,107,25.1,14.0,17.400000000000002,0.0,1021.8000000000001,0,0.6000000000000001
1979-07-12,4,62,304,26.200000000000003,11.600000000000001,18.400000000000002,0.0,1018.4000000000001,0,13.0
1979-07-13,3,62,278,22.1,12.4,19.3,0.0,1020.6,0,10.3
1979-07-14,5,57,289,21.1,13.0,17.6,0.0,1026.4,0,11.200000000000001
1979-07-15,7,59,190,23.6,15.5,18.3,0.0,1027.3,0,4.5
1979-07-16,7,67,165,26.700000000000003,12.100000000000001,17.8,0.0,1023.7,0,3.1
1979-07-17,3,71,296,21.8,13.4,20.0,0.0,1020.3000000000001,0,11.9
1979-07-18,6,74,105,17.7,16.0,18.900000000000002,0.0,1013.6,0,0.6000000000000001
1979-07-19,8,68,108,21.5,14.0,15.8,0.0,1014.0,0,0.7000000000000001
1979-07-20,6,61,252,19.5,13.600000000000001,17.6,0.0,1014.5,0,8.700000000000001
1979-07-21,6,64,170,18.1,13.0,16.2,0.0,1013.8000000000001,0,3.5
1979-07-22,6,68,84,18.7,9.4,13.8,0.0,1022.6,0,0.1
1979-07-23,7,69,97,21.1,12.9,15.8,0.0,1024.4,0,0.4
1979-07-24,6,86,145,25.200000000000003,12.3,16.7,8.5,1020.5,0,2.3000000000000003
1979-07-25,5,72,206,27.1,12.600000000000001,18.900000000000002,0.0,1018.6,0,5.800000000000001
1979-07-26,6,66,274,29.900000000000002,13.200000000000001,20.200000000000003,0.0,1019.7,0,10.700000000000001
1979-07-27,5,63,280,27.400000000000002,14.600000000000001,22.200000000000003,0.0,1020.6,0,11.3
1979-07-28,5,72,204,19.8,16.400000000000002,21.900000000000002,8.0,1018.9000000000001,0,5.800000000000001
1979-07-29,6,90,110,21.5,17.3,18.6,0.1,1010.7,0,0.9
1979-07-30,6,79,103,20.8,14.100000000000001,17.8,2.4000000000000004,1008.3000000000001,0,0.7000000000000001
1979-07-31,6,77,203,23.1,14.8,17.8,2.2,1002.2,0,5.9
1979-08-01,5,79,205,21.6,14.100000000000001,18.6,0.0,1000.7,0,6.1000000000000005
1979-08-02,5,82,192,20.0,14.0,17.8,1.0,1005.3000000000001,0,5.300000000000001
1979-08-03,6,84,174,21.6,14.0,17.0,3.0,1013.2,0,4.2
1979-08-04,6,72,219,22.5,14.200000000000001,17.900000000000002,0.0,1020.3000000000001,0,7.2
1979-08-05,6,68,251,24.8,11.4,17.0,0.0,1019.0,0,9.700000000000001
1979-08-06,6,72,192,23.1,13.600000000000001,19.200000000000003,0.2,1013.6,0,5.5
1979-08-07,7,81,153,20.1,16.1,19.6,0.0,1007.4000000000001,0,3.2
1979-08-08,6,70,144,20.1,11.3,15.700000000000001,11.0,1010.9000000000001,0,2.7
1979-08-09,6,87,154,20.0,13.0,16.6,3.1,1003.4000000000001,0,3.3000000000000003
1979-08-10,6,74,188,23.6,9.9,15.0,0.30000000000000004,1014.7,0,5.5
1979-08-11,6,79,187,25.0,15.0,19.3,0.9,1015.7,0,5.5
1979-08-12,6,85,116,21.5,16.3,20.6,0.0,1018.0,0,1.5
1979-08-13,8,88,79,20.400000000000002,16.900000000000002,19.200000000000003,1.2000000000000002,1014.5,0,0.2
1979-08-14,6,71,220,21.3,16.7,18.6,0.0,1001.9000000000001,0,8.1
1979-08-15,4,66,232,21.0,10.700000000000001,16.0,0.0,1012.1,0,9.1
1979-08-16,5,78,192,18.3,9.8,15.4,5.800000000000001,1013.7,0,6.2
1979-08-17,7,89,93,18.2,13.700000000000001,16.0,2.3000000000000003,1005.5,0,0.7000000000000001
1979-08-18,7,83,72,19.8,12.700000000000001,15.4,0.0,1014.4000000000001,0,0.1
1979-08-19,6,81,89,22.8,13.4,16.6,0.0,1016.8000000000001,0,0.6000000000000001
1979-08-20,6,78,190,19.8,11.9,17.400000000000002,2.3000000000000003,1018.2,0,6.4
1979-08-21,5,70,233,19.6,13.4,16.6,0.2,1014.8000000000001,0,9.9
1979-08-22,4,66,210,16.1,10.0,14.8,0.0,1013.8000000000001,0,8.1
1979-08-23,4,81,173,16.900000000000002,8.8,12.4,2.1,1008.2,0,5.4
1979-08-24,6,78,130,18.3,9.700000000000001,13.3,0.0,1009.4000000000001,0,2.7
1979-08-25,6,82,126,18.7,8.0,13.200000000000001,0.0,1010.8000000000001,0,2.5
1979-08-26,5,73,196,17.400000000000002,10.5,14.600000000000001,0.0,1015.2,0,7.4
1979-08-27,4,72,205,21.8,9.4,13.4,0.0,1020.8000000000001,0,8.3
1979-08-28,0,69,251,23.900000000000002,5.7,13.8,0.0,1025.3,0,12.5
1979-08-29,4,68,244,26.0,9.0,16.400000000000002,0.0,1025.6000000000001,0,12.0
1979-08-30,3,64,227,23.1,11.700000000000001,18.8,0.0,1020.9000000000001,0,10.600000000000001
1979-08-31,6,73,86,22.8,13.0,18.0,0.0,1020.0,0,0.8
1979-09-01,6,76,145,21.6,15.4,19.1,3.6,1017.9000000000001,0,4.6000000000000005
1979-09-02,6,77,166,19.400000000000002,15.0,18.3,0.9,1014.1,0,6.300000000000001
1979-09-03,7,73,97,21.700000000000003,13.100000000000001,16.2,0.0,1016.6,0,1.6
1979-09-04,4,74,182,23.6,10.5,16.1,0.0,1025.0,0,8.0
1979-09-05,0,76,215,25.900000000000002,10.0,16.8,0.0,1019.8000000000001,0,11.3
1979-09-06,2,73,185,21.900000000000002,12.600000000000001,19.200000000000003,0.0,1011.5,0,8.5
1979-09-07,4,76,184,24.3,12.5,17.2,0.0,1017.7,0,8.6
1979-09-08,,81,153,21.8,11.5,17.900000000000002,0.0,1018.7,0,5.9
1979-09-09,6,80,124,21.200000000000003,15.200000000000001,18.5,0.0,1019.9000000000001,0,3.7
1979-09-10,7,77,125,23.200000000000003,14.200000000000001,17.7,0.0,1024.6000000000001,0,3.9000000000000004
1979-09-11,2,75,187,17.400000000000002,10.3,16.8,0.0,1022.5,0,9.5
1979-09-12,4,82,102,18.5,9.8,13.600000000000001,0.0,1019.1,0,2.4000000000000004
1979-09-13,4,63,187,18.2,12.4,15.4,0.0,1018.8000000000001,0,9.9
1979-09-14,4,67,157,17.400000000000002,4.7,11.4,0.0,1022.6,0,7.1000000000000005
1979-09-15,3,64,190,20.200000000000003,6.0,11.700000000000001,0.0,1028.6000000000001,0,10.600000000000001
1979-09-16,1,67,194,21.200000000000003,6.9,13.600000000000001,0.0,1025.3,0,11.200000000000001
1979-09-17,4,77,132,20.400000000000002,9.600000000000001,15.4,0.0,1015.4000000000001,0,5.2
1979-09-18,8,83,46,18.3,12.200000000000001,16.3,5.5,1012.3000000000001,0,0.0
1979-09-19,8,94,46,17.6,16.400000000000002,17.400000000000002,7.0,1013.4000000000001,0,0.0
1979-09-20,3,71,184,15.5,10.700000000000001,14.200000000000001,0.0,1012.4000000000001,0,10.9
1979-09-21,3,80,139,14.200000000000001,5.5,10.5,3.3000000000000003,1016.8000000000001,0,6.4
1979-09-22,2,76,166,14.700000000000001,4.3,9.200000000000001,0.0,1022.3000000000001,0,9.3
1979-09-23,5,87,59,16.6,4.3,9.5,0.30000000000000004,1022.7,0,0.5
1979-09-24,5,77,149,18.6,7.6000000000000005,12.100000000000001,0.0,1023.5,0,7.9
1979-09-25,8,84,60,21.0,8.4,13.5,0.0,1021.0,0,0.6000000000000001
1979-09-26,7,84,73,17.7,13.5,17.2,0.2,1018.8000000000001,0,1.4000000000000001
1979-09-27,6,71,131,17.400000000000002,13.200000000000001,15.4,0.0,1025.9,0,6.5
1979-09-28,4,64,138,17.1,7.6000000000000005,12.5,0.0,1031.9,0,7.4
1979-09-29,5,73,132,18.7,6.800000000000001,12.0,0.0,1028.0,0,6.9
1979-09-30,6,79,71,19.0,10.100000000000001,14.4,0.0,1020.7,0,1.5
1979-10-01,5,85,107,20.5,9.600000000000001,14.3,0.0,1018.5,0,4.6000000000000005
1979-10-02,5,77,122,20.1,6.7,13.600000000000001,0.0,1018.2,0,6.300000000000001
1979-10-03,7,87,55,17.0,11.3,15.700000000000001,0.9,1011.7,0,0.7000000000000001
1979-10-04,7,83,71,17.1,14.3,15.600000000000001,0.0,1005.0,0,1.8
1979-10-05,3,73,141,18.8,6.1000000000000005,11.600000000000001,0.0,1008.8000000000001,0,9.1
1979-10-06,6,80,108,19.900000000000002,7.7,13.200000000000001,2.1,1009.2,0,5.4
1979-10-07,5,88,109,21.700000000000003,11.9,15.9,0.0,1011.4000000000001,0,5.7
1979-10-08,7,88,104,21.1,10.9,16.3,10.5,1013.9000000000001,0,5.300000000000001
1979-10-09,7,84,90,16.7,15.200000000000001,18.2,9.1,1009.1,0,3.9000000000000004
1979-10-10,8,97,33,18.400000000000002,14.4,15.600000000000001,11.9,1002.8000000000001,0,0.0
1979-10-11,5,88,115,19.200000000000003,10.5,14.4,0.1,1003.1,0,7.1000000000000005
1979-10-12,5,85,105,18.1,10.0,14.600000000000001,0.30000000000000004,998.2,0,6.0
1979-10-13,6,87,70,17.3,13.0,15.600000000000001,0.0,993.5,0,2.4000000000000004
1979-10-14,5,84,96,17.900000000000002,8.9,13.100000000000001,0.0,995.1,0,5.300000000000001
1979-10-15,,90,71,16.0,7.0,12.4,0.0,999.7,0,2.7
1979-10-16,7,82,74,16.0,9.200000000000001,12.600000000000001,0.0,1011.6,0,3.1
1979-10-17,7,83,58,15.8,9.1,12.600000000000001,1.0,1022.1,0,1.7000000000000002
